artist,song,bpm
Eurythmics,Love Is a Stranger.mid,106.00013780017916
Eurythmics,Sisters Are Doing It for Themselves.mid,135.00135001350014
Eurythmics,There Must Be an Angel (Playing With My Heart).1.mid,112.00089600716802
Eurythmics,There Must Be an Angel (Playing With My Heart).mid,110.00011000011
Eurythmics,Don't Ask Me Why.mid,118.0010620095581
Eurythmics,There Must Be an Angel (Playing With My Heart).2.mid,110.00011000011
Eurythmics,Who's That Girl.1.mid,120.0
Eurythmics,Sweet Dreams.2.mid,123.99999173333387
Eurythmics,Would I Lie To You?.1.mid,132.00158401900822
Eurythmics,I Saved the World Today.mid,120.0
Eurythmics,Sweet Dreams.3.mid,120.01008084679113
Eurythmics,Sweet Dreams.1.mid,124.000248000496
Eurythmics,Here Comes the Rain Again.4.mid,126.00012600012602
Eurythmics,Would I Lie To You?.mid,132.000132000132
Eurythmics,Here Comes the Rain Again.1.mid,126.00012600012602
Eurythmics,Right by Your Side.mid,85.00004250002125
Eurythmics,Here Comes the Rain Again.2.mid,126.00012600012602
Eurythmics,Sweet Dreams.mid,126.00012600012602
Eurythmics,Here Comes the Rain Again.mid,126.00012600012602
Eurythmics,Here Comes the Rain Again.3.mid,126.00012600012599
Eurythmics,1984.mid,136.0001450668214
Eurythmics,It's Alright (Baby's Coming Back).mid,96.0
Eurythmics,Love Is a Stranger.1.mid,124.000248000496
Eurythmics,Missionary Man.mid,123.00123001230013
Frankie Goes to Hollywood,Relax.mid,116.00030933415822
Frankie Goes to Hollywood,The Power of Love.1.mid,62.000124000248
Frankie Goes to Hollywood,The Power of Love.mid,94.99950417369088
Frankie Goes to Hollywood,Relax (Frankie Goes to Dreamscape).mid,122.00180562672327
Frankie Goes to Hollywood,Relax.4.mid,115.00201253521936
Frankie Goes to Hollywood,Relax.2.mid,113.99995440001824
Frankie Goes to Hollywood,Relax.3.mid,121.00189569636592
Frankie Goes to Hollywood,Relax.1.mid,117.00011700011699
Frankie Goes to Hollywood,Relax (Frankie Goes to Dreamscape).1.mid,122.00180562672327
Garbage,Hammering in My Head.mid,145.00003625000906
Garbage,The World Is Not Enough.mid,86.00005160003096
Garbage,Temptation Waits.mid,125.0
Garbage,Queer.1.mid,100.0
Garbage,Sleep Together.mid,130.00013000013
Garbage,Milk.mid,94.00012846684224
Garbage,Stupid Girl.mid,120.0
Garbage,Only Happy When It Rains.1.mid,120.0
Garbage,Special.mid,140.00014000014
Garbage,No. 1 Crush.mid,93.99998120000376
Garbage,Vow.mid,123.000063000063
Garbage,I'm Only Happy When It Rains.mid,108.000108000108
Garbage,Special.1.mid,140.00014000014
Garbage,Medication.mid,82.49999286668933
Garbage,Push It.mid,123.99999173333387
Garbage,Queer.mid,90.00009000009
Garbage,When I Grow Up.mid,130.00013000013
Garbage,You Look So Fine.mid,100.0
Garbage,Not My Idea.mid,100.0
Garbage,Stupid Girl.2.mid,120.0
Garbage,I Think I'm Paranoid.mid,115.0000287500072
Garbage,Push It.1.mid,123.99999173333387
Garbage,Only Happy When It Rains.mid,108.000108000108
Garbage,Stupid Girl.1.mid,120.0
Howard Jones,Things Can Only Get Better.1.mid,124.00024800102562
Howard Jones,Life in One Day.mid,112.00005973336519
Howard Jones,Things Can Only Get Better.mid,112.00089600716802
Howard Jones,Everlasting Love.mid,120.0
INXS,What You Need.1.mid,123.99999173333387
INXS,New Sensation.mid,113.00073450477427
INXS,What You Need.2.mid,124.000248000496
INXS,Never Tear Us Apart.1.mid,120.0
INXS,Need You Tonight.mid,120.0
INXS,The Swing.mid,123.00022140039852
INXS,What You Need.mid,123.99999173333387
INXS,Bitter Tears.mid,120.0
INXS,Taste It.mid,114.50327693459647
INXS,The Swing.1.mid,122.99996925000767
INXS,Not Enough Time.mid,96.0
INXS,Disappear.mid,120.0
INXS,Never Tear Us Apart.mid,64.0
New Order,World.mid,123.500127000254
New Order,True Faith.mid,122.00006913337249
New Order,Blue Monday.mid,132.9999468000213
New Order,Bizarre Love Triangle.1.mid,116.99988885010558
New Order,Bizarre Love Triangle.mid,118.00013373348487
New Order,Blue Monday.3.mid,133.00024161710562
New Order,Blue Monday.2.mid,192.0
New Order,Blue Monday.1.mid,133.00024161710562
OMD,Enola Gay (OMD vs. Sash radio edit).1.mid,142.0000710000355
OMD,Enola Gay (OMD vs. Sash radio edit).mid,100.50001275000638
Pet Shop Boys,Liberation.1.mid,107.00012661681652
Pet Shop Boys,What Have I Done to Deserve This.mid,114.00125401379417
Pet Shop Boys,Before.mid,124.000248000496
Pet Shop Boys,Paninaro '95.mid,124.000248000496
Pet Shop Boys,So Hard.mid,124.000248000496
Pet Shop Boys,West End Girls.2.mid,114.0001710002565
Pet Shop Boys,It's a Sin.mid,126.00012600012602
Pet Shop Boys,Go West.1.mid,115.0000287500072
Pet Shop Boys,West End Girls.3.mid,113.99995440001824
Pet Shop Boys,I Wouldnt Normally Do This Kind of Thing.mid,134.00005806669182
Pet Shop Boys,West End Girls.1.mid,114.0001710002565
Pet Shop Boys,Go West.3.mid,115.00002875000717
Pet Shop Boys,Being Boring.mid,120.0
Pet Shop Boys,One in a Million.mid,129.0017415235106
Pet Shop Boys,Go West.2.mid,120.0
Pet Shop Boys,West End Girls.4.mid,114.00125401379417
Pet Shop Boys,Go West.6.mid,120.0
Pet Shop Boys,So Hard.1.mid,124.000248000496
Pet Shop Boys,Go West.5.mid,120.0
Pet Shop Boys,Go West.4.mid,115.00002875000717
Pet Shop Boys,It's a Sin.1.mid,127.500065000065
Pet Shop Boys,Go West.mid,120.0
Pet Shop Boys,Heart.1.mid,126.00012600012602
Pet Shop Boys,Always on My Mind   In My House.4.mid,125.0
Pet Shop Boys,It's a Sin.2.mid,163.500127000254
Pet Shop Boys,Paninaro '95.1.mid,124.000248000496
Pet Shop Boys,Where the Streets Have No Name.mid,127.00025400050801
Pet Shop Boys,Heart.mid,126.00012600012599
Pet Shop Boys,It's a Sin.3.mid,128.0
Pet Shop Boys,Se a Vida E (That's the Way Life Is).1.mid,91.99998773333496
Pet Shop Boys,Always on My Mind   In My House.mid,114.00125401379417
Pet Shop Boys,Always on My Mind   In My House.2.mid,121.00003456668625
Pet Shop Boys,It's a Sin.4.mid,127.500065000065
Pet Shop Boys,Liberation.mid,107.00146235331883
Pet Shop Boys,West End Girls.mid,115.00201253521936
Pet Shop Boys,Always on My Mind   In My House.1.mid,124.000248000496
Pet Shop Boys,It's Alright.mid,120.0
Pet Shop Boys,One in a Million.2.mid,129.00007740004645
Pet Shop Boys,Always.mid,128.0
Pet Shop Boys,Se a Vida E (That's the Way Life Is).mid,93.00004185001883
Pet Shop Boys,One in a Million.1.mid,129.00007740004645
Pet Shop Boys,Domino Dancing.mid,110.00091667430561
Pet Shop Boys,Can You Forgive Her.mid,123.00022140039852
Robyn,Show Me Love.mid,91.99998773333496
Simple Minds,Don't You (Forget About Me).mid,117.00008550012825
Simple Minds,Mandela Day.mid,96.0
Simple Minds,Don't You (Forget About Me).1.mid,114.0001710002565
Simple Minds,She's a River.mid,93.00018600037201
Simple Minds,Don't You (Forget About Me).3.mid,102.49999187501484
Simple Minds,Don't You (Forget About Me).2.mid,114.00125401379417
Simple Minds,Don't You (Forget About Me).4.mid,114.0001710002565
Simple Minds,She's a River.1.mid,93.00004185001883
Simple Minds,Alive & Kicking.1.mid,103.00075533887248
Simple Minds,Mandela Day.1.mid,96.0
Simple Minds,Alive & Kicking.mid,103.0000480666891
Soft Cell,Tainted Love.1.mid,146.00742691111554
Soft Cell,Tainted Love.2.mid,140.00046666822223
Soft Cell,Something's Gotten Hold of My Heart.mid,90.0009000090001
Soft Cell,Tainted Love.mid,144.00921658986175
Spandau Ballet,True.mid,99.99999999999999
Spandau Ballet,Gold.1.mid,143.03082314238722
Spandau Ballet,True.1.mid,100.0
Spandau Ballet,True.3.mid,98.00270487465454
Spandau Ballet,True.2.mid,99.99999999999999
Spandau Ballet,Gold.mid,143.00014300014297
Talk Talk,Such a Shame.mid,123.00123001230013
Talk Talk,It's My Life.mid,125.0
Tears for Fears,Shout.mid,95.00014250021376
Tears for Fears,Sowing the Seeds of Love.1.mid,143.50070471141632
Tears for Fears,Everybody Wants To Rule The World.mid,110.00091667430561
Tears for Fears,Sowing the Seeds of Love.mid,69.00001725000433
Tears for Fears,Laid So Low (Tears Roll Down).mid,115.00201253521936
Tears for Fears,Shout.4.mid,97.9999836666694
Tears for Fears,Shout.5.mid,98.00014373354416
Tears for Fears,Shout.1.mid,95.00014250021376
Tears for Fears,Shout.2.mid,98.00014373354414
Tears for Fears,Shout.3.mid,98.00078400627207
Tears for Fears,Everybody Wants To Rule The World.1.mid,110.00011000011
Tears for Fears,Everybody Wants To Rule The World.2.mid,109.99990833340972
Tears for Fears,Head Over Heels.mid,101.00006901671382
Tears for Fears,Everybody Wants To Rule The World.3.mid,111.00011100011099
The Cars,You Might Think.1.mid,137.99987580011177
The Cars,You Might Think.2.mid,137.99987580011177
The Cars,You Might Think.3.mid,138.000828004968
The Cars,Tonight She Comes.1.mid,162.000162000162
The Cars,It's All I Can Do.mid,120.0
The Cars,Just What I Needed.1.mid,130.00013000013
The Cars,Good Times Roll.mid,109.00014170018423
The Cars,Good Times Roll.1.mid,109.00172586065946
The Cars,Just What I Needed.2.mid,130.00013000013
The Cars,Just What I Needed.mid,130.0023833770286
The Cars,Let's Go.1.mid,131.00007641671124
The Cars,Let's Go.3.mid,131.00007641671124
The Cars,Let's Go.2.mid,131.00007641671124
The Cars,Drive.mid,86.00054467011624
The Cars,Tonight She Comes.mid,145.00003625000906
The Cars,Drive.2.mid,82.99995020002989
The Cars,Drive.3.mid,130.00013000013
The Cars,Shake It Up.mid,151.00037750094376
The Cars,Drive.1.mid,83.0000650167176
The Cars,You Might Think.mid,138.00019320027047
The Cars,Drive.4.mid,84.00008400008399
The Cars,My Best Friend's Girl.mid,120.0
The Cars,Drive.5.mid,83.0000650167176
The Cars,Bye Bye Love.mid,130.00013000013
The Cars,Let's Go.mid,131.0015065173249
The Human League,Tell Me When.mid,120.0
The Human League,Don't You Want Me.mid,118.0010620095581
Thompson Twins,Doctor Doctor.mid,65.000065000065
Thompson Twins,Hold Me Now.mid,179.4999718416812
Ultravox,Vienna.mid,72.0000288000115
Visage,Fade to Grey.mid,112.00005973336519
Visage,Fade to Gray.mid,115.00002875000717
Wham!,Wake Me Up Before You Go Go.1.mid,162.000162000162
Wham!,Everything She Wants.mid,110.05502751375687
Wham!,If You Were There.mid,127.00025400050801
Wham!,Careless Whisper.1.mid,77.99997660000702
Wham!,Careless Whisper.2.mid,78.00007800007802
Wham!,Wake Me Up Before You Go Go.mid,162.000162000162
Wham!,Everything She Wants.1.mid,115.0000287500072
Wham!,Careless Whisper.mid,78.00007800007802
Yazoo,Situation.mid,92.00055200331204
Yazoo,Don't Go.mid,128.0
a-ha,Take On Me.6.mid,155.00031000062
a-ha,Take On Me.4.mid,175.00007291669704
a-ha,Take On Me.5.mid,165.000165000165
a-ha,Take On Me.2.mid,175.00007291669704
a-ha,Take On Me.3.mid,175.00007291669704
a-ha,Hunting High and Low.mid,100.0
a-ha,The Living Daylights.mid,120.99994353335968
a-ha,The Living Daylights.1.mid,120.99994353335967
a-ha,Take On Me.mid,175.00007291669706
a-ha,The Sun Always Shines on TV.mid,132.000132000132
